sex,wave,age,annhrs,annwks,yrsexp,annlabinc,region
1,1981,40,480,12.0,18.0,3500.0,4.0
2,1981,26,300,50.0,5.0,2000.0,4.0
1,1981,43,4500,50.0,25.0,70000.0,3.0
2,1981,54,2167,51.0,8.0,7000.0,3.0
2,1981,26,1788,45.0,8.0,7000.0,3.0
1,1981,25,2940,49.0,7.0,21800.0,4.0
1,1981,33,3499,49.0,15.0,16000.0,3.0
1,1981,33,2436,48.0,15.0,13550.0,3.0
2,1981,35,2050,51.0,3.0,13152.0,4.0
1,1981,25,2225,45.0,7.0,13292.0,1.0
1,1981,41,2112,48.0,23.0,22000.0,4.0
2,1981,26,1772,44.0,8.0,5856.0,3.0
2,1981,28,1880,47.0,7.0,11000.0,3.0
1,1981,25,2592,48.0,7.0,26000.0,3.0
1,1981,53,2080,52.0,35.0,19500.0,3.0
1,1981,32,2000,50.0,14.0,15530.0,3.0
2,1981,34,1992,49.0,16.0,12000.0,2.0
2,1981,52,2000,50.0,8.0,15120.0,2.0
1,1981,42,1242,27.0,23.0,10700.0,3.0
1,1981,58,2072,47.0,33.0,19650.0,4.0
2,1981,33,1840,46.0,15.0,25000.0,3.0
1,1981,48,1949,44.0,30.0,18800.0,1.0
1,1981,25,2134,51.0,5.0,8000.0,1.0
1,1981,32,1720,35.0,14.0,16000.0,3.0
1,1981,31,2560,51.0,13.0,10000.0,1.0
2,1981,25,1408,34.0,3.0,5000.0,3.0
1,1981,56,1941,45.0,38.0,25715.0,3.0
1,1981,56,1804,41.0,31.0,30000.0,2.0
1,1981,49,2137,48.0,31.0,28000.0,2.0
2,1981,35,1840,46.0,17.0,12500.0,3.0
1,1981,48,800,20.0,30.0,4000.0,3.0
1,1981,30,2020,50.0,12.0,13800.0,3.0
2,1981,55,1984,49.0,37.0,19000.0,3.0
2,1981,49,1715,49.0,15.0,14000.0,1.0
1,1981,31,3520,48.0,13.0,30500.0,4.0
2,1981,43,1000,26.0,22.0,9800.0,4.0
2,1981,27,1260,42.0,4.0,6174.0,3.0
2,1981,25,2080,52.0,5.0,7200.0,3.0
1,1981,29,2440,52.0,11.0,22080.0,3.0
1,1981,36,1908,48.0,17.0,4595.0,3.0
1,1981,52,2663,51.0,34.0,22000.0,3.0
2,1981,34,1836,41.0,15.0,15000.0,2.0
2,1981,58,2170,51.0,14.0,9000.0,2.0
1,1981,27,2192,49.0,9.0,17000.0,2.0
2,1981,31,1371,46.0,12.0,14000.0,3.0
1,1981,27,2000,0.0,9.0,26000.0,1.0
1,1981,26,1805,22.0,8.0,6100.0,4.0
1,1981,48,2010,50.0,28.0,23000.0,3.0
1,1981,40,2241,50.0,22.0,14137.0,3.0
2,1981,26,765,51.0,6.0,1324.0,2.0
2,1981,27,1832,41.0,8.0,15571.0,2.0
2,1981,42,2020,50.0,24.0,6949.0,3.0
2,1981,35,2112,48.0,14.0,11800.0,3.0
1,1981,28,2016,48.0,10.0,24500.0,2.0
2,1981,30,1449,41.0,12.0,14000.0,1.0
2,1981,52,2052,43.0,15.0,5955.0,1.0
2,1981,37,2465,50.0,17.0,8053.0,3.0
1,1981,41,1777,45.0,23.0,9750.0,2.0
1,1981,57,2007,50.0,39.0,14300.0,3.0
1,1981,27,1720,43.0,9.0,13000.0,3.0
1,1981,47,1823,31.0,29.0,22000.0,1.0
1,1981,34,2380,48.0,13.0,26000.0,2.0
2,1981,40,1610,47.0,8.0,21000.0,1.0
1,1981,29,2010,50.0,11.0,10000.0,3.0
2,1981,32,139,9.0,12.0,432.0,3.0
1,1981,31,2545,50.0,13.0,8592.0,2.0
1,1981,28,2295,51.0,10.0,10500.0,4.0
1,1981,57,1968,49.0,39.0,10500.0,4.0
2,1981,27,2066,50.0,9.0,8991.0,3.0
2,1981,26,1120,28.0,5.0,2000.0,3.0
1,1981,25,1920,48.0,7.0,11300.0,3.0
2,1981,34,1587,50.0,12.0,15000.0,4.0
2,1981,28,1900,47.0,10.0,15500.0,1.0
1,1981,31,1697,49.0,11.0,20000.0,1.0
1,1981,52,2530,46.0,32.0,37932.0,3.0
2,1981,31,2286,51.0,10.0,19200.0,3.0
1,1981,30,2072,49.0,11.0,11000.0,3.0
2,1981,33,540,36.0,6.0,1850.0,3.0
2,1981,47,1720,41.0,29.0,14000.0,2.0
2,1981,40,1320,44.0,11.0,6000.0,1.0
2,1981,36,1020,51.0,5.0,11000.0,3.0
2,1981,50,1840,46.0,28.0,28000.0,3.0
1,1981,44,1588,35.0,26.0,20000.0,4.0
1,1981,33,2877,51.0,15.0,30000.0,2.0
1,1981,32,1808,40.0,12.0,18300.0,2.0
1,1981,30,2848,46.0,12.0,23000.0,2.0
2,1981,28,1240,50.0,9.0,5000.0,2.0
2,1981,27,2136,50.0,8.0,15000.0,3.0
1,1981,44,2952,50.0,26.0,6000.0,3.0
2,1981,26,501,50.0,4.0,2000.0,4.0
1,1981,50,2098,49.0,29.0,20681.0,3.0
1,1981,28,2080,52.0,9.0,9000.0,3.0
1,1981,34,1645,50.0,13.0,7700.0,3.0
2,1981,34,1864,47.0,7.0,8840.0,1.0
1,1981,28,1634,38.0,10.0,16000.0,3.0
2,1981,25,3036,51.0,7.0,25000.0,4.0
2,1981,33,2000,50.0,15.0,12258.0,4.0
1,1981,33,2568,50.0,15.0,13960.0,3.0
2,1981,26,992,25.0,3.0,15000.0,2.0
1,1981,33,1920,48.0,12.0,12500.0,2.0
2,1981,37,1944,49.0,9.0,7500.0,3.0
2,1981,42,1692,49.0,0.0,28863.0,3.0
1,1981,45,2020,48.0,17.0,23000.0,1.0
1,1981,44,2288,52.0,26.0,22000.0,3.0
2,1981,34,1970,48.0,8.0,14000.0,3.0
1,1981,29,1960,49.0,10.0,24000.0,1.0
1,1981,54,816,0.0,7.0,2000.0,2.0
1,1981,34,1856,46.0,16.0,15500.0,3.0
2,1981,33,2115,47.0,13.0,6000.0,3.0
2,1981,35,480,24.0,7.0,2000.0,3.0
1,1981,26,2020,51.0,8.0,8000.0,3.0
1,1981,32,2300,46.0,9.0,28000.0,3.0
1,1981,60,1440,36.0,42.0,31000.0,4.0
2,1981,46,1200,30.0,28.0,11000.0,3.0
2,1981,30,360,36.0,11.0,3000.0,3.0
2,1981,50,550,50.0,24.0,3750.0,2.0
1,1981,27,1304,30.0,9.0,9000.0,1.0
2,1981,38,1254,38.0,7.0,3600.0,3.0
1,1981,51,520,52.0,29.0,4160.0,2.0
1,1981,38,1932,48.0,20.0,15000.0,3.0
1,1981,46,2261,48.0,28.0,30000.0,2.0
1,1981,60,2400,48.0,40.0,40000.0,2.0
2,1981,40,2030,50.0,13.0,8000.0,3.0
1,1981,26,1290,20.0,6.0,11000.0,3.0
2,1981,32,2124,51.0,9.0,12000.0,4.0
1,1981,51,3273,48.0,25.0,28000.0,4.0
1,1981,53,2221,48.0,32.0,19904.0,4.0
2,1981,54,1536,48.0,11.0,11000.0,1.0
1,1981,31,1830,50.0,13.0,26700.0,2.0
1,1981,29,1768,43.0,11.0,25000.0,3.0
1,1981,38,2083,50.0,18.0,23000.0,1.0
1,1981,30,1600,40.0,8.0,6500.0,3.0
1,1981,33,1868,47.0,14.0,8000.0,3.0
1,1981,26,1040,26.0,7.0,18000.0,2.0
1,1981,53,2184,47.0,35.0,30311.0,3.0
1,1981,50,3000,50.0,32.0,9000.0,1.0
2,1981,45,1760,44.0,14.0,8500.0,2.0
1,1981,31,2550,42.0,13.0,3067.0,3.0
1,1981,30,3048,51.0,12.0,30000.0,4.0
1,1981,63,2496,52.0,37.0,45000.0,2.0
2,1981,29,1760,44.0,11.0,16000.0,2.0
1,1981,38,2070,51.0,20.0,27000.0,3.0
2,1981,42,1880,47.0,10.0,5256.0,3.0
2,1981,26,1360,34.0,6.0,6000.0,3.0
2,1981,38,1495,37.0,20.0,20000.0,4.0
1,1981,54,2200,50.0,32.0,17870.0,1.0
1,1981,30,1632,34.0,11.0,17317.0,2.0
2,1981,41,2012,50.0,15.0,9000.0,3.0
1,1981,47,1960,49.0,29.0,18000.0,2.0
2,1981,57,1928,48.0,39.0,12533.0,3.0
2,1981,45,1850,46.0,17.0,6882.0,3.0
1,1981,34,2024,49.0,16.0,10040.0,2.0
2,1981,28,2000,50.0,8.0,6800.0,3.0
1,1981,26,2640,24.0,1.0,10000.0,1.0
1,1981,28,2376,49.0,7.0,8200.0,3.0
1,1981,37,3300,50.0,19.0,50000.0,3.0
2,1981,29,1589,45.0,11.0,12500.0,2.0
2,1981,28,1768,44.0,9.0,11500.0,4.0
2,1981,32,996,28.0,12.0,4085.0,3.0
1,1981,35,2480,50.0,15.0,17000.0,1.0
2,1981,25,1900,47.0,7.0,18887.0,4.0
2,1981,25,1880,47.0,6.0,14000.0,1.0
1,1981,26,2256,48.0,8.0,29120.0,3.0
2,1981,26,1949,43.0,8.0,17000.0,3.0
1,1981,27,2276,48.0,9.0,25000.0,3.0
1,1981,52,1902,39.0,23.0,25250.0,2.0
2,1981,38,1709,42.0,20.0,19600.0,3.0
1,1981,51,2016,48.0,33.0,34900.0,4.0
2,1981,61,1696,41.0,43.0,7000.0,3.0
2,1981,27,571,52.0,8.0,5500.0,3.0
1,1981,31,2058,49.0,13.0,23000.0,4.0
1,1981,48,1980,49.0,22.0,25000.0,4.0
1,1981,33,3038,52.0,15.0,47000.0,3.0
1,1981,32,2500,50.0,12.0,29300.0,3.0
1,1981,49,690,23.0,5.0,1700.0,3.0
1,1981,25,2553,50.0,7.0,27225.0,4.0
1,1981,25,1979,49.0,7.0,6000.0,4.0
2,1981,32,1632,51.0,13.0,6201.0,3.0
2,1981,28,2040,51.0,7.0,10500.0,3.0
1,1981,51,2754,51.0,32.0,15000.0,2.0
1,1981,52,2450,49.0,34.0,44000.0,2.0
2,1981,30,1912,48.0,9.0,12000.0,4.0
1,1981,27,1867,50.0,3.0,11000.0,2.0
1,1981,55,2084,44.0,37.0,27400.0,3.0
1,1981,40,2730,52.0,22.0,26000.0,3.0
1,1981,59,2004,50.0,41.0,14000.0,2.0
1,1981,29,1880,47.0,10.0,5207.0,3.0
2,1981,30,1061,22.0,12.0,10000.0,2.0
2,1981,43,1960,49.0,24.0,9000.0,3.0
2,1981,43,1840,46.0,5.0,5070.0,3.0
2,1981,50,384,38.0,29.0,1083.0,1.0
1,1981,31,1484,37.0,13.0,7108.0,3.0
1,1981,44,1908,42.0,20.0,20000.0,1.0
2,1981,30,1994,49.0,9.0,19000.0,2.0
2,1981,51,2000,50.0,33.0,11000.0,3.0
1,1981,33,1577,35.0,15.0,5400.0,4.0
2,1981,27,2300,46.0,4.0,13000.0,1.0
2,1981,43,1480,37.0,17.0,11000.0,2.0
2,1981,32,1544,38.0,12.0,6658.0,3.0
2,1981,58,1940,48.0,40.0,6000.0,3.0
2,1981,33,1548,36.0,12.0,17000.0,3.0
1,1981,33,1862,39.0,15.0,18500.0,2.0
1,1981,39,2496,52.0,20.0,5590.0,2.0
2,1981,46,1939,48.0,25.0,9900.0,3.0
2,1981,30,1673,47.0,12.0,15000.0,1.0
2,1981,50,1920,48.0,32.0,19500.0,3.0
1,1981,52,2100,50.0,34.0,8045.0,1.0
1,1981,57,1840,46.0,39.0,19000.0,2.0
2,1981,53,1131,43.0,18.0,5000.0,1.0
1,1981,44,2120,52.0,21.0,11740.0,3.0
2,1981,26,1249,51.0,8.0,7000.0,2.0
1,1981,40,1960,49.0,22.0,13500.0,3.0
2,1981,28,1992,50.0,10.0,13000.0,4.0
1,1981,60,1725,47.0,42.0,29000.0,2.0
1,1981,28,2000,50.0,8.0,12000.0,2.0
1,1981,44,2040,51.0,26.0,14000.0,3.0
1,1981,28,2944,52.0,10.0,19000.0,3.0
1,1981,27,1984,49.0,8.0,20000.0,3.0
1,1981,61,1840,46.0,43.0,22500.0,3.0
1,1981,26,2032,51.0,8.0,13634.0,1.0
2,1981,27,1351,37.0,7.0,13000.0,1.0
2,1981,25,1932,48.0,7.0,15119.0,1.0
2,1981,42,2475,49.0,24.0,15000.0,3.0
2,1981,52,1600,40.0,14.0,22000.0,2.0
1,1981,31,1920,45.0,13.0,13100.0,3.0
1,1981,43,2964,49.0,25.0,144998.546875,3.0
2,1981,45,936,47.0,7.0,5000.0,3.0
1,1981,30,2000,50.0,11.0,15000.0,3.0
2,1981,31,1092,27.0,10.0,6000.0,3.0
2,1981,56,2000,50.0,20.0,6700.0,3.0
2,1981,29,1715,49.0,10.0,5340.0,3.0
1,1981,45,1778,44.0,27.0,35000.0,2.0
1,1981,49,2340,45.0,31.0,40000.0,2.0
2,1981,27,180,0.0,8.0,590.0,2.0
1,1981,56,1920,48.0,35.0,13000.0,4.0
1,1981,39,2012,48.0,21.0,19000.0,2.0
2,1981,60,1330,38.0,41.0,4400.0,3.0
2,1981,27,2500,50.0,9.0,17000.0,3.0
1,1981,28,3276,39.0,10.0,5538.0,4.0
1,1981,45,1560,33.0,27.0,30500.0,2.0
1,1981,29,1933,48.0,11.0,23000.0,2.0
1,1981,41,1920,48.0,23.0,14000.0,3.0
2,1981,25,2244,51.0,6.0,9923.0,4.0
2,1981,27,1856,46.0,5.0,12000.0,3.0
1,1981,31,2365,43.0,9.0,8000.0,4.0
2,1981,34,1236,29.0,14.0,7000.0,3.0
1,1981,56,1808,45.0,38.0,19450.0,2.0
2,1981,57,1837,49.0,37.0,6018.0,1.0
1,1981,34,2100,48.0,16.0,26800.0,4.0
1,1981,42,2470,49.0,20.0,28000.0,4.0
2,1981,41,1800,50.0,10.0,4100.0,3.0
2,1981,28,1944,49.0,10.0,12000.0,3.0
1,1981,38,2634,48.0,19.0,26000.0,3.0
1,1981,26,1030,25.0,8.0,16800.0,2.0
1,1981,31,3010,43.0,13.0,15000.0,2.0
1,1981,30,2000,50.0,9.0,7000.0,3.0
1,1981,32,2016,48.0,10.0,17200.0,1.0
2,1981,25,1914,47.0,7.0,22000.0,2.0
2,1981,25,1960,49.0,7.0,8000.0,2.0
1,1981,62,1960,49.0,44.0,15000.0,3.0
2,1981,31,2640,48.0,13.0,16800.0,3.0
2,1981,29,1591,43.0,11.0,9000.0,3.0
1,1981,39,2240,46.0,21.0,23000.0,3.0
1,1981,58,1936,48.0,40.0,23000.0,4.0
2,1981,53,1110,35.0,30.0,3200.0,3.0
2,1981,42,1560,39.0,21.0,6100.0,4.0
1,1981,64,2094,48.0,46.0,28500.0,2.0
2,1981,38,2000,50.0,6.0,5600.0,3.0
2,1981,31,2080,52.0,4.0,5000.0,2.0
2,1981,28,1599,46.0,8.0,4360.0,1.0
2,1981,53,1887,51.0,30.0,6000.0,3.0
1,1981,31,2020,48.0,13.0,28000.0,4.0
2,1981,25,817,33.0,6.0,5000.0,3.0
1,1981,31,2106,46.0,13.0,26000.0,3.0
1,1981,26,1553,38.0,7.0,18300.0,1.0
1,1981,39,3185,49.0,17.0,53409.0,1.0
1,1981,27,1920,48.0,8.0,9808.0,1.0
1,1981,57,2115,47.0,36.0,19000.0,1.0
1,1981,60,2233,50.0,42.0,7000.0,1.0
1,1981,27,2080,52.0,9.0,14000.0,3.0
2,1981,34,1386,40.0,9.0,14000.0,3.0
1,1981,56,1800,45.0,36.0,12000.0,4.0
2,1981,37,1928,48.0,13.0,16500.0,1.0
1,1981,55,1680,40.0,37.0,14000.0,1.0
1,1981,49,2510,51.0,31.0,21104.0,3.0
2,1981,64,1275,0.0,25.0,2550.0,1.0
2,1981,27,780,52.0,8.0,2000.0,1.0
2,1981,47,1944,49.0,20.0,7500.0,3.0
1,1981,29,2440,51.0,11.0,17000.0,1.0
1,1981,27,2750,50.0,9.0,11500.0,3.0
1,1981,35,1765,43.0,17.0,4500.0,1.0
1,1981,57,1880,47.0,39.0,20000.0,1.0
2,1981,34,2000,50.0,15.0,7280.0,3.0
2,1981,54,1760,44.0,35.0,22198.0,2.0
2,1981,40,1933,51.0,9.0,7000.0,3.0
1,1981,26,1600,40.0,7.0,7664.0,3.0
1,1981,51,2025,45.0,33.0,18023.0,3.0
2,1981,40,1924,48.0,8.0,11000.0,3.0
1,1981,30,600,15.0,12.0,5076.0,2.0
2,1981,47,2080,52.0,5.0,7620.0,3.0
1,1981,52,2341,52.0,34.0,11671.0,1.0
1,1981,32,1680,42.0,4.0,11000.0,3.0
2,1981,26,1656,36.0,8.0,6515.0,3.0
2,1981,31,1600,40.0,13.0,14060.0,2.0
2,1981,28,1593,35.0,5.0,14000.0,3.0
1,1981,35,2385,48.0,17.0,12500.0,3.0
2,1981,47,1835,48.0,16.0,12700.0,3.0
1,1981,47,2057,46.0,29.0,25625.0,2.0
2,1981,28,1120,28.0,8.0,10000.0,3.0
1,1981,41,1824,38.0,23.0,10000.0,1.0
2,1981,34,1828,46.0,13.0,7386.0,3.0
2,1981,28,768,51.0,9.0,2500.0,1.0
1,1981,42,1980,45.0,24.0,13500.0,3.0
1,1981,40,2250,50.0,22.0,4204.0,3.0
2,1981,26,1960,49.0,8.0,7000.0,3.0
1,1981,31,3066,50.0,13.0,19500.0,1.0
2,1981,57,1820,52.0,38.0,7098.0,3.0
1,1981,25,2052,48.0,7.0,11700.0,2.0
2,1981,40,1032,51.0,16.0,4000.0,1.0
2,1981,32,1176,49.0,4.0,4200.0,4.0
1,1981,27,2000,50.0,9.0,18000.0,4.0
1,1981,50,2672,46.0,32.0,36250.0,2.0
1,1981,35,2165,47.0,17.0,15500.0,1.0
1,1981,26,3102,50.0,8.0,31000.0,3.0
1,1981,39,2064,48.0,20.0,25000.0,3.0
2,1981,32,1988,49.0,12.0,12000.0,1.0
1,1981,40,2472,50.0,22.0,10000.0,3.0
1,1981,33,1864,47.0,15.0,27000.0,2.0
2,1981,30,1888,47.0,12.0,15000.0,3.0
1,1981,29,1040,26.0,11.0,10400.0,3.0
2,1981,63,1530,51.0,35.0,6000.0,3.0
1,1981,46,1840,46.0,28.0,12000.0,2.0
2,1981,25,1708,49.0,7.0,9000.0,1.0
1,1981,32,2580,52.0,7.0,12800.0,1.0
2,1981,47,1840,46.0,25.0,8000.0,3.0
1,1981,55,1840,46.0,37.0,7000.0,3.0
1,1981,58,1794,39.0,40.0,7700.0,2.0
2,1981,35,2068,51.0,16.0,12000.0,3.0
1,1981,37,2479,51.0,19.0,14800.0,2.0
1,1981,37,2912,52.0,17.0,13200.0,1.0
2,1981,55,1880,47.0,14.0,21564.0,3.0
1,1981,28,1920,48.0,10.0,20000.0,3.0
2,1981,40,2000,50.0,21.0,8000.0,2.0
1,1981,35,1912,48.0,9.0,35000.0,3.0
2,1981,57,1540,44.0,13.0,5082.0,3.0
2,1981,26,2078,51.0,4.0,8600.0,3.0
1,1981,56,2550,47.0,37.0,36000.0,1.0
1,1981,30,2012,50.0,12.0,13000.0,2.0
1,1981,30,2424,51.0,10.0,21000.0,4.0
2,1981,30,1040,26.0,9.0,3000.0,3.0
1,1981,33,2205,49.0,15.0,21000.0,3.0
2,1981,27,1730,49.0,9.0,14000.0,1.0
1,1981,25,2560,51.0,3.0,13760.0,3.0
1,1981,29,640,16.0,10.0,1800.0,4.0
2,1981,40,1099,27.0,22.0,21000.0,2.0
2,1981,28,1856,46.0,6.0,10500.0,2.0
2,1981,26,1360,34.0,7.0,8000.0,3.0
1,1981,31,2250,50.0,12.0,17558.0,1.0
1,1981,34,2048,51.0,12.0,10000.0,3.0
1,1981,41,2120,48.0,20.0,23000.0,2.0
2,1981,45,1600,40.0,23.0,12688.0,2.0
1,1981,54,1008,24.0,29.0,13000.0,1.0
1,1981,48,2344,49.0,29.0,9600.0,3.0
1,1981,32,1672,42.0,14.0,14700.0,3.0
2,1981,50,1226,49.0,21.0,1800.0,3.0
1,1981,36,2580,52.0,18.0,14000.0,2.0
1,1981,50,1776,37.0,28.0,21776.0,3.0
1,1981,29,2637,51.0,11.0,25000.0,1.0
2,1981,53,2016,50.0,19.0,22500.0,3.0
2,1981,32,2000,50.0,14.0,8500.0,4.0
1,1981,36,2008,50.0,18.0,20000.0,3.0
2,1981,36,932,44.0,18.0,12000.0,4.0
2,1981,26,1880,47.0,6.0,9800.0,1.0
2,1981,39,2510,50.0,21.0,9000.0,3.0
1,1981,53,2000,45.0,30.0,40200.0,1.0
2,1981,44,1908,48.0,26.0,12000.0,3.0
1,1981,37,1880,46.0,19.0,8000.0,2.0
1,1981,43,1920,40.0,22.0,18000.0,3.0
2,1981,57,1600,40.0,20.0,10400.0,2.0
2,1981,37,645,16.0,19.0,4400.0,2.0
2,1981,50,1547,41.0,20.0,6000.0,2.0
2,1981,42,1490,46.0,8.0,7000.0,3.0
1,1981,26,1400,28.0,8.0,18000.0,3.0
1,1981,40,2640,48.0,22.0,29100.0,3.0
1,1981,55,2515,49.0,37.0,10189.0,4.0
2,1981,25,1785,51.0,3.0,5200.0,3.0
2,1981,26,384,8.0,8.0,3000.0,4.0
2,1981,29,1439,40.0,11.0,8000.0,3.0
2,1981,27,1080,36.0,9.0,15000.0,4.0
1,1981,51,2156,49.0,33.0,28000.0,2.0
1,1981,51,2800,46.0,33.0,30000.0,2.0
1,1981,26,2781,49.0,3.0,15154.0,2.0
1,1981,38,2472,49.0,20.0,20000.0,2.0
1,1981,26,2180,52.0,8.0,14730.0,3.0
2,1981,46,1920,48.0,28.0,16000.0,2.0
1,1981,33,1952,49.0,15.0,23200.0,4.0
1,1981,27,1380,46.0,9.0,23300.0,3.0
1,1981,59,2000,50.0,41.0,8400.0,3.0
1,1981,40,1242,48.0,5.0,2000.0,1.0
2,1981,38,1196,49.0,10.0,8000.0,1.0
2,1981,25,1984,50.0,5.0,11000.0,4.0
2,1981,27,1656,40.0,8.0,12000.0,4.0
1,1981,25,2178,48.0,7.0,27000.0,2.0
1,1981,43,1816,44.0,25.0,19634.0,3.0
1,1981,62,2352,49.0,37.0,14364.0,4.0
1,1981,59,1928,48.0,41.0,15578.0,3.0
1,1981,60,2016,48.0,41.0,1800.0,3.0
2,1981,33,2010,49.0,14.0,14900.0,3.0
1,1981,44,1880,47.0,26.0,24000.0,2.0
1,1981,36,763,24.0,17.0,2300.0,3.0
2,1981,28,2000,50.0,7.0,9000.0,3.0
2,1981,59,1645,47.0,28.0,16000.0,1.0
1,1981,29,2940,49.0,11.0,16470.0,3.0
1,1981,33,1976,49.0,15.0,21000.0,2.0
2,1981,64,2155,51.0,46.0,10000.0,4.0
2,1981,31,1464,37.0,10.0,15800.0,3.0
1,1981,25,2124,51.0,7.0,19500.0,1.0
2,1981,48,1920,48.0,15.0,15972.0,3.0
1,1981,33,2336,39.0,15.0,17000.0,3.0
1,1981,52,2112,48.0,34.0,44000.0,2.0
2,1981,52,1960,49.0,21.0,7500.0,1.0
2,1981,29,1200,39.0,11.0,5984.0,4.0
1,1981,33,3888,49.0,15.0,29200.0,3.0
1,1981,63,2450,49.0,45.0,40000.0,1.0
2,1981,29,2000,50.0,10.0,8000.0,3.0
1,1981,32,1940,48.0,14.0,11000.0,3.0
1,1981,26,2040,51.0,8.0,13000.0,3.0
1,1981,39,1932,46.0,20.0,8000.0,3.0
1,1981,33,2030,50.0,15.0,20000.0,3.0
1,1981,55,1894,46.0,32.0,23000.0,1.0
2,1981,54,2800,52.0,25.0,16000.0,2.0
1,1981,40,1308,33.0,22.0,17000.0,4.0
2,1981,31,2333,49.0,13.0,11000.0,3.0
1,1981,27,2105,47.0,9.0,19800.0,1.0
1,1981,28,1928,48.0,10.0,31000.0,2.0
2,1981,46,1912,47.0,28.0,8800.0,3.0
1,1981,47,1800,40.0,28.0,10000.0,3.0
1,1981,42,3180,48.0,23.0,27624.0,2.0
1,1981,49,2040,51.0,30.0,16000.0,3.0
2,1981,31,1032,52.0,13.0,15000.0,4.0
2,1981,59,780,39.0,15.0,3500.0,2.0
2,1981,36,560,28.0,18.0,3600.0,4.0
1,1981,47,2665,51.0,29.0,13414.0,2.0
1,1981,25,3084,51.0,7.0,18200.0,1.0
1,1981,30,2080,52.0,10.0,9000.0,3.0
1,1981,29,2000,50.0,10.0,9500.0,3.0
2,1981,45,1240,50.0,27.0,6000.0,4.0
2,1981,25,2080,48.0,7.0,11281.0,3.0
2,1981,64,2800,50.0,35.0,20000.0,2.0
2,1981,26,1710,42.0,6.0,13200.0,1.0
2,1981,30,1900,48.0,12.0,18000.0,3.0
1,1981,52,1884,46.0,30.0,19921.0,2.0
1,1981,30,1872,47.0,11.0,34000.0,4.0
2,1981,51,2112,48.0,30.0,15025.0,3.0
1,1981,37,1976,49.0,19.0,17000.0,3.0
2,1981,40,1960,49.0,22.0,10284.0,3.0
1,1981,28,3120,52.0,9.0,10000.0,4.0
1,1981,42,2084,47.0,23.0,15000.0,2.0
1,1981,29,1970,48.0,11.0,24579.0,4.0
2,1981,46,2056,47.0,16.0,9300.0,1.0
2,1981,27,2171,49.0,9.0,10872.0,3.0
1,1981,62,2600,52.0,44.0,11000.0,3.0
1,1981,52,1885,47.0,33.0,15632.0,1.0
1,1981,36,1760,44.0,17.0,16000.0,4.0
1,1981,32,2064,50.0,11.0,35050.0,2.0
1,1981,36,1692,42.0,18.0,6100.0,3.0
2,1981,53,765,17.0,35.0,3200.0,1.0
1,1981,25,2145,39.0,4.0,16500.0,2.0
1,1981,25,2000,50.0,7.0,12000.0,3.0
1,1981,27,1859,47.0,9.0,15500.0,3.0
2,1981,29,1896,47.0,10.0,15000.0,2.0
1,1981,30,1956,48.0,12.0,10000.0,3.0
2,1981,50,210,6.0,15.0,3500.0,2.0
1,1981,42,2350,47.0,24.0,30000.0,2.0
2,1981,36,1728,48.0,12.0,5600.0,2.0
2,1981,34,1677,48.0,10.0,21000.0,1.0
2,1981,35,1976,49.0,8.0,13700.0,1.0
1,1981,26,1892,47.0,8.0,9400.0,1.0
1,1981,26,1978,48.0,8.0,12200.0,2.0
1,1981,46,3728,46.0,28.0,29000.0,2.0
1,1981,29,1968,48.0,11.0,17500.0,1.0
1,1981,54,2000,0.0,36.0,12000.0,3.0
2,1981,35,560,17.0,8.0,3200.0,1.0
2,1981,49,1285,50.0,5.0,2000.0,3.0
1,1990,47,2656,51.0,29.0,36500.0,4.0
1,1990,41,1512,42.0,23.0,21000.0,2.0
2,1990,49,1496,36.0,26.0,13000.0,3.0
2,1990,47,1904,46.0,28.0,27261.0,3.0
1,1990,28,2614,48.0,10.0,23000.0,2.0
1,1990,30,2384,50.0,12.0,9000.0,3.0
2,1990,36,1888,47.0,15.0,10200.0,3.0
2,1990,59,1028,51.0,41.0,3484.0,3.0
1,1990,27,1980,49.0,8.0,16450.0,1.0
1,1990,39,2261,50.0,20.0,24000.0,3.0
2,1990,55,1750,50.0,30.0,10000.0,3.0
2,1990,30,2916,49.0,11.0,12000.0,4.0
1,1990,49,1880,47.0,31.0,25000.0,2.0
2,1990,28,1976,48.0,10.0,12800.0,2.0
2,1990,32,1875,46.0,12.0,20000.0,3.0
2,1990,25,1797,43.0,6.0,12000.0,4.0
1,1990,48,2300,46.0,30.0,15000.0,4.0
2,1990,32,1850,45.0,14.0,17000.0,3.0
2,1990,44,1568,39.0,26.0,26000.0,3.0
2,1990,33,2152,52.0,15.0,9000.0,3.0
2,1990,38,1984,49.0,20.0,36000.0,4.0
1,1990,29,1952,48.0,10.0,28000.0,2.0
2,1990,38,4655,49.0,20.0,45000.0,3.0
1,1990,37,2268,32.0,19.0,25000.0,3.0
1,1990,25,1984,50.0,7.0,16924.0,1.0
1,1990,40,3000,50.0,22.0,15600.0,2.0
2,1990,41,2151,48.0,14.0,29000.0,4.0
2,1990,52,1912,48.0,22.0,25000.0,4.0
2,1990,32,2590,50.0,13.0,12300.0,3.0
1,1990,35,2015,50.0,12.0,10000.0,3.0
2,1990,30,1640,41.0,12.0,11000.0,1.0
2,1990,29,1132,28.0,11.0,3000.0,3.0
2,1990,27,1522,41.0,8.0,8000.0,3.0
1,1990,38,3185,49.0,19.0,52857.0,2.0
