30,1956,48.0,12.0,10000.0,3.0;27,2480,50.0,9.0,29000.0,2.0;47,1400,35.0,28.0,7000.0,3.0;33,1956,47.0,15.0,11300.0,3.0;34,2202,48.0,16.0,25000.0,2.0;31,1542,50.0,9.0,11622.0,1.0
59,1560,44.0,41.0,22000.0,1.0;34,2044,50.0,14.0,16200.0,3.0;61,1920,48.0,43.0,21000.0,1.0;44,3120,52.0,26.0,12000.0,3.0;25,2030,50.0,6.0,17747.0,1.0;36,1020,51.0,5.0,11000.0,3.0
54,1984,50.0,25.0,22600.0,2.0;47,1960,49.0,29.0,18000.0,2.0;28,1818,40.0,10.0,18000.0,3.0;30,1600,40.0,8.0,6500.0,3.0;59,2080,52.0,41.0,15000.0,1.0;33,480,12.0,9.0,4200.0,3.0
37,2210,52.0,18.0,17000.0,3.0;45,2490,50.0,27.0,89000.0,4.0;57,2100,51.0,37.0,9000.0,3.0;39,2314,49.0,21.0,12000.0,3.0;31,2228,52.0,13.0,12000.0,3.0;32,1536,38.0,11.0,6900.0,3.0
26,2750,51.0,8.0,8000.0,3.0;27,2075,50.0,9.0,15000.0,3.0;52,2035,37.0,34.0,15749.0,4.0;55,2727,51.0,37.0,21934.0,3.0;33,1800,36.0,15.0,22000.0,2.0;57,1600,40.0,20.0,10400.0,2.0
37,2044,47.0,19.0,18500.0,3.0;56,1840,46.0,38.0,16492.0,3.0;27,1819,43.0,9.0,16000.0,3.0;27,1955,46.0,8.0,10015.0,3.0;32,2000,49.0,14.0,32552.0,4.0;54,1960,49.0,15.0,12000.0,3.0
34,2860,52.0,9.0,9000.0,4.0;51,2450,49.0,33.0,36000.0,1.0;29,2000,50.0,11.0,9700.0,3.0;31,2058,49.0,13.0,23000.0,4.0;37,2258,48.0,19.0,5000.0,3.0;55,2000,50.0,25.0,14571.0,4.0
34,2000,50.0,14.0,15000.0,3.0;43,2802,44.0,25.0,15099.0,3.0;48,1949,44.0,30.0,18800.0,1.0;30,2520,50.0,6.0,23500.0,2.0;40,2241,50.0,22.0,14137.0,3.0;25,705,47.0,6.0,11000.0,1.0
27,2850,48.0,9.0,30000.0,1.0;30,2000,50.0,11.0,15000.0,3.0;32,2494,49.0,13.0,18508.0,3.0;27,1920,48.0,9.0,8600.0,3.0;37,2117,50.0,19.0,9000.0,3.0;29,2100,45.0,9.0,20000.0,4.0
27,2223,49.0,9.0,26000.0,2.0;52,1960,49.0,34.0,46000.0,2.0;54,1040,26.0,36.0,3000.0,3.0;25,1920,48.0,7.0,11300.0,3.0;35,1972,47.0,17.0,18070.0,4.0;32,1344,38.0,11.0,4500.0,3.0
26,2000,50.0,8.0,11000.0,3.0;38,2496,47.0,20.0,26000.0,2.0;33,2107,49.0,15.0,24900.0,3.0;28,2000,50.0,8.0,12000.0,2.0;25,2250,45.0,7.0,21000.0,3.0;27,2350,47.0,9.0,16000.0,1.0
27,2080,52.0,9.0,14000.0,3.0;29,2107,49.0,11.0,30000.0,3.0;28,1920,48.0,10.0,21000.0,4.0;33,2160,48.0,15.0,6000.0,2.0;26,2550,51.0,8.0,9980.0,3.0;42,1445,49.0,9.0,7000.0,3.0
26,2034,50.0,7.0,14000.0,2.0;50,1980,49.0,30.0,16640.0,1.0;28,1881,49.0,10.0,12000.0,3.0;33,2223,49.0,13.0,12445.0,2.0;25,1120,32.0,5.0,2500.0,4.0;49,1938,50.0,6.0,6000.0,1.0
27,3000,50.0,9.0,49860.0,2.0;33,2568,50.0,15.0,13960.0,3.0;27,2000,50.0,9.0,8000.0,3.0;33,1824,46.0,13.0,36000.0,2.0;37,2450,49.0,17.0,36000.0,4.0;27,1426,40.0,9.0,11500.0,3.0
25,1368,34.0,5.0,6000.0,3.0;58,2072,47.0,33.0,19650.0,4.0;26,1670,35.0,7.0,19000.0,4.0;25,2225,45.0,7.0,13292.0,1.0;45,2184,52.0,27.0,19707.0,3.0;31,1464,37.0,10.0,15800.0,3.0
40,1584,50.0,17.0,29000.0,1.0;28,3000,50.0,10.0,19000.0,2.0;30,1960,49.0,8.0,30000.0,3.0;48,2111,50.0,23.0,18800.0,3.0;36,1750,50.0,18.0,28050.0,4.0;33,1260,35.0,15.0,13000.0,2.0
38,2120,51.0,20.0,21000.0,3.0;37,2018,50.0,19.0,27000.0,2.0;25,1820,52.0,7.0,6000.0,2.0;47,2000,50.0,29.0,10800.0,3.0;34,2428,48.0,16.0,5015.0,3.0;33,2891,49.0,13.0,15600.0,3.0
48,1360,34.0,30.0,19000.0,2.0;57,1968,49.0,39.0,10500.0,4.0;30,2000,50.0,12.0,10200.0,3.0;37,2056,48.0,18.0,24761.0,1.0;50,2091,47.0,32.0,23000.0,2.0;26,2180,47.0,8.0,11445.0,4.0
42,2250,45.0,19.0,11300.0,2.0;25,1906,43.0,7.0,9000.0,3.0;52,2663,51.0,34.0,22000.0,3.0;39,2110,49.0,21.0,23500.0,3.0;35,1972,49.0,8.0,11300.0,3.0;28,1968,49.0,8.0,9078.0,3.0
42,2400,50.0,24.0,17832.0,2.0;49,1560,39.0,31.0,19000.0,2.0;46,2450,49.0,28.0,51000.0,2.0;33,3171,51.0,10.0,20663.0,3.0;25,2002,51.0,7.0,7823.0,3.0;52,2268,47.0,30.0,5436.0,1.0
53,2258,50.0,35.0,26525.0,3.0;31,1920,47.0,8.0,31670.0,2.0;54,816,0.0,7.0,2000.0,2.0;25,2958,51.0,7.0,21000.0,4.0;27,312,16.0,5.0,2000.0,2.0;63,950,47.0,25.0,5000.0,3.0
27,1904,47.0,6.0,12000.0,1.0;31,2268,49.0,11.0,25000.0,3.0;43,1240,31.0,25.0,6000.0,2.0;33,1548,52.0,14.0,20000.0,4.0;25,1880,47.0,7.0,10192.0,1.0;35,2286,51.0,6.0,7000.0,3.0
30,1952,40.0,12.0,18000.0,3.0;42,2300,50.0,24.0,22000.0,3.0;28,2078,49.0,10.0,10400.0,4.0;50,2040,51.0,32.0,30000.0,2.0;30,1673,47.0,12.0,15000.0,1.0;35,1640,41.0,11.0,7609.0,3.0
37,2304,48.0,19.0,16000.0,3.0;28,2000,49.0,9.0,16000.0,3.0;40,2233,47.0,21.0,23000.0,2.0;33,1868,47.0,14.0,8000.0,3.0;50,1110,37.0,23.0,23000.0,1.0;52,336,42.0,34.0,3600.0,4.0
28,2550,51.0,8.0,18400.0,3.0;52,2461,49.0,34.0,27500.0,3.0;42,3180,48.0,23.0,27624.0,2.0;58,2000,50.0,37.0,7920.0,3.0;47,2080,52.0,5.0,7620.0,3.0;33,2397,51.0,12.0,10622.0,3.0
57,1320,33.0,39.0,14000.0,1.0;27,2241,48.0,9.0,20000.0,3.0;25,3518,47.0,7.0,17000.0,3.0;56,1840,48.0,30.0,11700.0,1.0;52,1944,47.0,29.0,13000.0,2.0;30,1400,35.0,7.0,12000.0,4.0
36,1992,46.0,18.0,27147.0,2.0;32,2886,51.0,14.0,22700.0,2.0;28,2000,0.0,10.0,5100.0,3.0;35,1944,49.0,15.0,24000.0,2.0;25,1944,49.0,7.0,9000.0,2.0;29,2160,45.0,11.0,8000.0,3.0
39,1163,47.0,21.0,40000.0,2.0;25,1600,40.0,7.0,10000.0,3.0;26,1560,39.0,7.0,11200.0,3.0;34,1579,39.0,14.0,20037.0,1.0;52,1236,52.0,21.0,9000.0,4.0;46,1939,48.0,25.0,9900.0,3.0
27,2572,51.0,9.0,12000.0,4.0;34,2000,50.0,16.0,19542.0,3.0;59,1939,40.0,41.0,20000.0,2.0;30,4080,50.0,8.0,16600.0,3.0;58,1790,43.0,33.0,8300.0,3.0;27,1396,35.0,7.0,6000.0,3.0
40,2100,50.0,22.0,16000.0,3.0;27,1867,50.0,3.0,11000.0,2.0;46,1476,49.0,24.0,18000.0,3.0;30,1632,34.0,11.0,17317.0,2.0;28,1920,48.0,10.0,8640.0,2.0;38,898,22.0,15.0,5334.0,3.0
38,2730,45.0,20.0,39580.0,2.0;25,1995,47.0,7.0,20000.0,4.0;28,3185,49.0,9.0,34000.0,3.0;51,3000,50.0,33.0,19240.0,3.0;36,1980,51.0,18.0,17665.0,3.0;38,2500,50.0,18.0,22800.0,3.0
63,1350,0.0,45.0,8900.0,3.0;31,1920,45.0,13.0,13100.0,3.0;29,2100,50.0,11.0,14000.0,3.0;35,2600,52.0,17.0,35000.0,3.0;32,1544,38.0,12.0,6658.0,3.0;58,1295,32.0,36.0,12630.0,4.0
43,3000,50.0,25.0,55000.0,3.0;39,1920,48.0,21.0,25050.0,3.0;54,2142,51.0,35.0,9000.0,3.0;43,4500,50.0,25.0,70000.0,3.0;29,1828,46.0,7.0,12000.0,3.0;58,1940,48.0,40.0,6000.0,3.0
62,2050,41.0,44.0,30000.0,1.0;47,2070,46.0,29.0,21000.0,1.0;38,1040,26.0,20.0,8480.0,2.0;55,2064,50.0,36.0,23000.0,1.0;61,2000,50.0,15.0,5000.0,3.0;27,760,38.0,5.0,3000.0,3.0
37,1936,48.0,19.0,15000.0,3.0;26,3060,51.0,8.0,28415.0,4.0;28,2080,52.0,9.0,9000.0,3.0;50,1910,47.0,31.0,24357.0,3.0;30,960,24.0,12.0,3250.0,2.0;44,2050,50.0,6.0,10000.0,4.0
36,1912,47.0,18.0,11000.0,3.0;51,2385,48.0,28.0,51000.0,1.0;30,2450,49.0,11.0,30000.0,3.0;28,2024,46.0,8.0,26500.0,2.0;35,1536,38.0,13.0,17000.0,2.0;29,528,8.0,10.0,3273.0,1.0
52,2083,50.0,31.0,8000.0,3.0;29,2242,50.0,11.0,28000.0,2.0;63,2496,52.0,37.0,45000.0,2.0;48,726,17.0,29.0,14000.0,2.0;36,1751,42.0,8.0,5516.0,3.0;43,2117,50.0,11.0,6000.0,3.0
61,1960,49.0,43.0,16000.0,2.0;25,1736,43.0,7.0,9806.0,3.0;48,1920,48.0,23.0,8000.0,3.0;46,1760,44.0,28.0,14200.0,2.0;30,716,18.0,12.0,7500.0,2.0;28,200,5.0,9.0,500.0,4.0
57,1849,52.0,38.0,8000.0,1.0;27,2948,47.0,8.0,23000.0,1.0;53,2112,48.0,34.0,44500.0,4.0;29,1880,47.0,10.0,5207.0,3.0;34,1386,40.0,9.0,14000.0,3.0;41,700,18.0,23.0,2070.0,3.0
34,2225,48.0,14.0,33250.0,2.0;27,2500,50.0,8.0,15000.0,3.0;31,2584,49.0,13.0,11000.0,3.0;59,1692,42.0,41.0,12690.0,3.0;28,1964,47.0,10.0,12000.0,1.0;41,1363,30.0,15.0,17000.0,1.0
28,2320,46.0,10.0,15200.0,1.0;44,1864,47.0,23.0,22280.0,2.0;54,1680,42.0,36.0,28700.0,4.0;32,2016,48.0,14.0,10600.0,3.0;26,2040,49.0,8.0,15000.0,2.0;47,1468,34.0,25.0,8356.0,4.0
27,1920,48.0,8.0,9808.0,1.0;33,2728,50.0,12.0,14314.0,3.0;64,1322,41.0,42.0,5000.0,3.0;25,3250,50.0,7.0,15000.0,3.0;31,1920,48.0,12.0,8000.0,3.0;46,1600,50.0,15.0,6500.0,3.0
26,1840,46.0,6.0,17000.0,4.0;32,2180,47.0,10.0,35500.0,3.0;46,2040,51.0,28.0,9000.0,3.0;35,2800,48.0,17.0,22000.0,3.0;52,760,38.0,30.0,5250.0,1.0;49,600,24.0,5.0,1500.0,2.0
50,2080,50.0,32.0,15000.0,4.0;51,1920,48.0,33.0,25500.0,2.0;35,2304,38.0,17.0,16000.0,2.0;28,1888,47.0,10.0,20000.0,3.0;43,1960,49.0,25.0,8200.0,3.0;27,1182,30.0,7.0,7500.0,3.0
55,2000,50.0,20.0,5000.0,3.0;33,1912,48.0,10.0,25000.0,2.0;37,2621,49.0,19.0,19500.0,4.0;26,2856,52.0,8.0,24000.0,3.0;57,1837,49.0,37.0,6018.0,1.0;52,1265,51.0,18.0,5700.0,4.0
33,3700,49.0,15.0,33000.0,1.0;38,2880,48.0,20.0,34000.0,2.0;58,1890,42.0,34.0,25900.0,2.0;28,3120,52.0,9.0,10000.0,4.0;48,2000,50.0,10.0,9000.0,3.0;27,1905,45.0,9.0,20500.0,2.0
28,1680,42.0,10.0,5025.0,3.0;27,2263,49.0,9.0,13000.0,1.0;27,1380,23.0,8.0,7500.0,2.0;60,1920,48.0,42.0,39600.0,2.0;33,1852,39.0,15.0,6880.0,3.0;26,1960,49.0,6.0,5000.0,3.0
54,1460,34.0,36.0,21500.0,1.0;53,1745,47.0,35.0,65000.0,1.0;39,1960,49.0,20.0,19000.0,3.0;27,320,8.0,3.0,3200.0,2.0;26,1584,40.0,7.0,5900.0,3.0;35,1649,47.0,14.0,19476.0,1.0
45,2020,48.0,17.0,23000.0,1.0;47,1222,29.0,28.0,7140.0,3.0;26,2256,48.0,8.0,29120.0,3.0;30,2009,48.0,12.0,26000.0,4.0;33,1380,35.0,15.0,16560.0,4.0;46,1976,49.0,11.0,7117.0,3.0
63,1736,43.0,44.0,5000.0,3.0;41,2988,50.0,23.0,21000.0,3.0;29,2165,49.0,11.0,28000.0,3.0;39,2805,51.0,21.0,34000.0,3.0;31,911,51.0,8.0,3400.0,3.0;36,2205,49.0,14.0,10800.0,3.0
27,2480,50.0,9.0,29000.0,2.0;47,1400,35.0,28.0,7000.0,3.0;33,1956,47.0,15.0,11300.0,3.0;34,2202,48.0,16.0,25000.0,2.0;31,1542,50.0,9.0,11622.0,1.0;43,1155,42.0,15.0,8975.0,1.0
34,2044,50.0,14.0,16200.0,3.0;61,1920,48.0,43.0,21000.0,1.0;44,3120,52.0,26.0,12000.0,3.0;25,2030,50.0,6.0,17747.0,1.0;36,1020,51.0,5.0,11000.0,3.0;34,144,16.0,2.0,600.0,4.0
47,1960,49.0,29.0,18000.0,2.0;28,1818,40.0,10.0,18000.0,3.0;30,1600,40.0,8.0,6500.0,3.0;59,2080,52.0,41.0,15000.0,1.0;33,480,12.0,9.0,4200.0,3.0;32,1093,49.0,11.0,5000.0,4.0
45,2490,50.0,27.0,89000.0,4.0;57,2100,51.0,37.0,9000.0,3.0;39,2314,49.0,21.0,12000.0,3.0;31,2228,52.0,13.0,12000.0,3.0;32,1536,38.0,11.0,6900.0,3.0;26,1040,52.0,7.0,6600.0,4.0
27,2075,50.0,9.0,15000.0,3.0;52,2035,37.0,34.0,15749.0,4.0;55,2727,51.0,37.0,21934.0,3.0;33,1800,36.0,15.0,22000.0,2.0;57,1600,40.0,20.0,10400.0,2.0;37,1260,36.0,4.0,5500.0,3.0
56,1840,46.0,38.0,16492.0,3.0;27,1819,43.0,9.0,16000.0,3.0;27,1955,46.0,8.0,10015.0,3.0;32,2000,49.0,14.0,32552.0,4.0;54,1960,49.0,15.0,12000.0,3.0;35,1912,47.0,14.0,20174.0,1.0
51,2450,49.0,33.0,36000.0,1.0;29,2000,50.0,11.0,9700.0,3.0;31,2058,49.0,13.0,23000.0,4.0;37,2258,48.0,19.0,5000.0,3.0;55,2000,50.0,25.0,14571.0,4.0;25,2056,51.0,7.0,7500.0,2.0
43,2802,44.0,25.0,15099.0,3.0;48,1949,44.0,30.0,18800.0,1.0;30,2520,50.0,6.0,23500.0,2.0;40,2241,50.0,22.0,14137.0,3.0;25,705,47.0,6.0,11000.0,1.0;31,1365,39.0,12.0,5196.0,3.0
30,2000,50.0,11.0,15000.0,3.0;32,2494,49.0,13.0,18508.0,3.0;27,1920,48.0,9.0,8600.0,3.0;37,2117,50.0,19.0,9000.0,3.0;29,2100,45.0,9.0,20000.0,4.0;29,1992,50.0,11.0,8000.0,4.0
52,1960,49.0,34.0,46000.0,2.0;54,1040,26.0,36.0,3000.0,3.0;25,1920,48.0,7.0,11300.0,3.0;35,1972,47.0,17.0,18070.0,4.0;32,1344,38.0,11.0,4500.0,3.0;26,1936,48.0,8.0,15000.0,2.0
38,2496,47.0,20.0,26000.0,2.0;33,2107,49.0,15.0,24900.0,3.0;28,2000,50.0,8.0,12000.0,2.0;25,2250,45.0,7.0,21000.0,3.0;27,2350,47.0,9.0,16000.0,1.0;35,1940,48.0,14.0,7677.0,3.0
29,2107,49.0,11.0,30000.0,3.0;28,1920,48.0,10.0,21000.0,4.0;33,2160,48.0,15.0,6000.0,2.0;26,2550,51.0,8.0,9980.0,3.0;42,1445,49.0,9.0,7000.0,3.0;48,1850,50.0,24.0,4000.0,3.0
50,1980,49.0,30.0,16640.0,1.0;28,1881,49.0,10.0,12000.0,3.0;33,2223,49.0,13.0,12445.0,2.0;25,1120,32.0,5.0,2500.0,4.0;49,1938,50.0,6.0,6000.0,1.0;40,1920,48.0,22.0,10560.0,3.0
33,2568,50.0,15.0,13960.0,3.0;27,2000,50.0,9.0,8000.0,3.0;33,1824,46.0,13.0,36000.0,2.0;37,2450,49.0,17.0,36000.0,4.0;27,1426,40.0,9.0,11500.0,3.0;52,1990,49.0,34.0,14000.0,1.0
58,2072,47.0,33.0,19650.0,4.0;26,1670,35.0,7.0,19000.0,4.0;25,2225,45.0,7.0,13292.0,1.0;45,2184,52.0,27.0,19707.0,3.0;31,1464,37.0,10.0,15800.0,3.0;43,1800,45.0,19.0,8457.0,3.0
28,3000,50.0,10.0,19000.0,2.0;30,1960,49.0,8.0,30000.0,3.0;48,2111,50.0,23.0,18800.0,3.0;36,1750,50.0,18.0,28050.0,4.0;33,1260,35.0,15.0,13000.0,2.0;26,1312,41.0,8.0,12000.0,1.0
37,2018,50.0,19.0,27000.0,2.0;25,1820,52.0,7.0,6000.0,2.0;47,2000,50.0,29.0,10800.0,3.0;34,2428,48.0,16.0,5015.0,3.0;33,2891,49.0,13.0,15600.0,3.0;30,1877,49.0,10.0,10700.0,3.0
57,1968,49.0,39.0,10500.0,4.0;30,2000,50.0,12.0,10200.0,3.0;37,2056,48.0,18.0,24761.0,1.0;50,2091,47.0,32.0,23000.0,2.0;26,2180,47.0,8.0,11445.0,4.0;50,1000,50.0,20.0,3500.0,1.0
25,1906,43.0,7.0,9000.0,3.0;52,2663,51.0,34.0,22000.0,3.0;39,2110,49.0,21.0,23500.0,3.0;35,1972,49.0,8.0,11300.0,3.0;28,1968,49.0,8.0,9078.0,3.0;32,1891,50.0,14.0,8500.0,3.0
49,1560,39.0,31.0,19000.0,2.0;46,2450,49.0,28.0,51000.0,2.0;33,3171,51.0,10.0,20663.0,3.0;25,2002,51.0,7.0,7823.0,3.0;52,2268,47.0,30.0,5436.0,1.0;28,3570,51.0,7.0,18000.0,2.0
31,1920,47.0,8.0,31670.0,2.0;54,816,0.0,7.0,2000.0,2.0;25,2958,51.0,7.0,21000.0,4.0;27,312,16.0,5.0,2000.0,2.0;63,950,47.0,25.0,5000.0,3.0;31,1960,49.0,10.0,10000.0,2.0
31,2268,49.0,11.0,25000.0,3.0;43,1240,31.0,25.0,6000.0,2.0;33,1548,52.0,14.0,20000.0,4.0;25,1880,47.0,7.0,10192.0,1.0;35,2286,51.0,6.0,7000.0,3.0;46,1193,48.0,12.0,3500.0,4.0
42,2300,50.0,24.0,22000.0,3.0;28,2078,49.0,10.0,10400.0,4.0;50,2040,51.0,32.0,30000.0,2.0;30,1673,47.0,12.0,15000.0,1.0;35,1640,41.0,11.0,7609.0,3.0;44,1982,47.0,20.0,21000.0,3.0
28,2000,49.0,9.0,16000.0,3.0;40,2233,47.0,21.0,23000.0,2.0;33,1868,47.0,14.0,8000.0,3.0;50,1110,37.0,23.0,23000.0,1.0;52,336,42.0,34.0,3600.0,4.0;32,1176,49.0,4.0,4200.0,4.0
