,timestep,total-effect,direct-effect,indirect-effect,spurious-effect
0,0,0.524388844914034,0.2604004968378265,0.2639883480762075,
1,1,0.5280448850460165,0.259953669775556,0.26809121527046054,
2,2,0.5410572741023307,0.26553983225836086,0.2755174418439698,
