"timestep","total-effect","direct-effect","indirect-effect","spurious-effect"
0,0.52301986026058,0.490528243309845,-0.022458338305917,-0.0100332786448185
1,0.528507502482828,0.494727085663709,-0.0237381810235915,-0.0100422357955274
2,0.538051885442695,0.522680133131865,-0.0134461169272736,-0.00192563538355662
