,timestep,total-effect,direct-effect,indirect-effect,spurious-effect
0,0,0.4221707063100867,0.16885586079115228,0.10842172244838727,0.14489312307054714
1,1,0.4305751640134038,0.17123922484773413,0.11258897413700619,0.1467469650286635
2,2,0.4446954802710198,0.18058342349404932,0.1199305396625024,0.14418151711446808
